cik,accession_number,filing_date,form,filing_url
0000051143,0000051143-23-000021,2023-07-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000005114323000021/ibm-20230630.htm
0000051143,0001558370-23-006656,2023-04-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837023006656/ibm-20230331x10q.htm
0000051143,0001558370-22-015322,2022-10-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837022015322/ibm-20220930x10q.htm
0000051143,0001558370-22-010985,2022-07-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837022010985/ibm-20220630x10q.htm
0000051143,0001558370-22-005983,2022-04-26,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837022005983/ibm-20220331x10q.htm
0000051143,0001558370-21-014734,2021-11-05,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837021014734/ibm-20210930x10q.htm
0000051143,0001558370-21-009351,2021-07-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837021009351/ibm-20210630x10q.htm
0000051143,0001558370-21-004922,2021-04-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837021004922/ibm-20210331x10q.htm
0000051143,0001558370-20-011799,2020-10-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837020011799/ibm-20200930x10q.htm
0000051143,0001558370-20-008516,2020-07-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837020008516/ibm-20200630x10q.htm
0000051143,0001558370-20-004491,2020-04-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837020004491/ibm-20200331x10q.htm
0000051143,0001558370-19-009324,2019-10-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837019009324/ibm-20190930x10q.htm
0000051143,0001558370-19-006560,2019-07-30,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000155837019006560/ibm-20190630x10q.htm
0000051143,0001104659-19-025328,2019-04-30,10-Q,https://www.sec.gov/Archives/edgar/data/0000051143/000110465919025328/a19-6867_110q.htm
0000200406,0000200406-24-000096,2024-10-23,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040624000096/jnj-20240929.htm
0000200406,0000200406-24-000075,2024-07-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040624000075/jnj-20240630.htm
0000200406,0000200406-24-000049,2024-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040624000049/jnj-20240331.htm
0000200406,0000200406-23-000102,2023-10-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000102/jnj-20231001.htm
0000200406,0000200406-23-000082,2023-07-31,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000082/jnj-20230702.htm
0000200406,0000200406-23-000056,2023-04-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040623000056/jnj-20230402.htm
0000200406,0000200406-22-000086,2022-10-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040622000086/jnj-20221002.htm
0000200406,0000200406-22-000071,2022-07-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040622000071/jnj-20220703.htm
0000200406,0000200406-22-000048,2022-04-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040622000048/jnj-20220403.htm
0000200406,0000200406-21-000070,2021-10-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040621000070/jnj-20211003.htm
0000200406,0000200406-21-000057,2021-07-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040621000057/jnj-20210704.htm
0000200406,0000200406-21-000036,2021-04-30,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040621000036/jnj-20210404.htm
0000200406,0000200406-20-000056,2020-10-23,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040620000056/jnj-20200927.htm
0000200406,0000200406-20-000050,2020-07-24,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040620000050/jnj-20200628.htm
0000200406,0000200406-20-000035,2020-04-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040620000035/a1q10q03-29x20.htm
0000200406,0000200406-19-000066,2019-10-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040619000066/a3q10q09-29x19.htm
0000200406,0000200406-19-000053,2019-07-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040619000053/a2q10q06-30x19.htm
0000200406,0000200406-19-000033,2019-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040619000033/a1q10q03-31x19.htm
0000200406,0000200406-18-000055,2018-10-31,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040618000055/a3q10q09-30x18.htm
0000200406,0000200406-18-000041,2018-08-02,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040618000041/a2q10q07-01x18.htm
0000200406,0000200406-18-000019,2018-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040618000019/a1q10q04-01x18.htm
0000200406,0000200406-17-000052,2017-11-02,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040617000052/a3q10q10-01x17.htm
0000200406,0000200406-17-000042,2017-08-03,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040617000042/a2q10q07-02x17.htm
0000200406,0000200406-17-000024,2017-05-08,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040617000024/a1q10q04-02x17.htm
0000200406,0000200406-16-000112,2016-11-04,10-Q,https://www.sec.gov/Archives/edgar/data/0000200406/000020040616000112/a3q10q10-02x16.htm
0000320193,0000320193-25-000008,2025-01-31,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019325000008/aapl-20241228.htm
0000320193,0000320193-24-000081,2024-08-02,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000081/aapl-20240629.htm
0000320193,0000320193-24-000069,2024-05-03,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000069/aapl-20240330.htm
0000320193,0000320193-24-000006,2024-02-02,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000006/aapl-20231230.htm
0000320193,0000320193-23-000077,2023-08-04,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000077/aapl-20230701.htm
0000320193,0000320193-23-000064,2023-05-05,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000064/aapl-20230401.htm
0000320193,0000320193-23-000006,2023-02-03,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019323000006/aapl-20221231.htm
0000320193,0000320193-22-000070,2022-07-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000070/aapl-20220625.htm
0000320193,0000320193-22-000059,2022-04-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000059/aapl-20220326.htm
0000320193,0000320193-22-000007,2022-01-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019322000007/aapl-20211225.htm
0000320193,0000320193-21-000065,2021-07-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000065/aapl-20210626.htm
0000320193,0000320193-21-000056,2021-04-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000056/aapl-20210327.htm
0000320193,0000320193-21-000010,2021-01-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019321000010/aapl-20201226.htm
0000320193,0000320193-20-000062,2020-07-31,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000062/aapl-20200627.htm
0000320193,0000320193-20-000052,2020-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000052/a10-qq220203282020.htm
0000320193,0000320193-20-000010,2020-01-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019320000010/a10-qq1202012282019.htm
0000320193,0000320193-19-000076,2019-07-31,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000076/a10-qq320196292019.htm
0000320193,0000320193-19-000066,2019-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000066/a10-qq220193302019.htm
0000320193,0000320193-19-000010,2019-01-30,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000010/a10-qq1201912292018.htm
0000320193,0000320193-18-000100,2018-08-01,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019318000100/a10-qq320186302018.htm
0000320193,0000320193-18-000070,2018-05-02,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019318000070/a10-qq220183312018.htm
0000320193,0000320193-18-000007,2018-02-02,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019318000007/a10-qq1201812302017.htm
0000320193,0000320193-17-000009,2017-08-02,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000032019317000009/a10-qq32017712017.htm
0000320193,0001628280-17-004790,2017-05-03,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000162828017004790/a10-qq22017412017.htm
0000320193,0001628280-17-000717,2017-02-01,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000162828017000717/a10-qq1201712312016.htm
0000320193,0001628280-16-017809,2016-07-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000162828016017809/a10-qq320166252016.htm
0000320193,0001193125-16-559625,2016-04-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000119312516559625/d165350d10q.htm
0000320193,0001193125-16-439878,2016-01-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000119312516439878/d66145d10q.htm
0000320193,0001193125-15-259935,2015-07-22,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515259935/d927922d10q.htm
0000320193,0001193125-15-153166,2015-04-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515153166/d892246d10q.htm
0000320193,0001193125-15-023697,2015-01-28,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515023697/d835533d10q.htm
0000320193,0001193125-14-277160,2014-07-23,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514277160/d740164d10q.htm
0000789019,0000950170-25-010491,2025-01-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000095017025010491/msft-20241231.htm
0000789019,0000950170-24-118967,2024-10-30,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000095017024118967/msft-20240930.htm
0000789019,0000950170-24-048288,2024-04-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000095017024048288/msft-20240331.htm
0000789019,0000950170-24-008814,2024-01-30,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000095017024008814/msft-20231231.htm
0000789019,0000950170-23-054855,2023-10-24,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000095017023054855/msft-20230930.htm
0000789019,0000950170-23-014423,2023-04-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000095017023014423/msft-20230331.htm
0000789019,0001564590-23-000733,2023-01-24,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459023000733/msft-10q_20221231.htm
0000789019,0001564590-22-035087,2022-10-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459022035087/msft-10q_20220930.htm
0000789019,0001564590-22-015675,2022-04-26,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459022015675/msft-10q_20220331.htm
0000789019,0001564590-22-002324,2022-01-25,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459022002324/msft-10q_20211231.htm
0000789019,0001564590-21-051992,2021-10-26,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459021051992/msft-10q_20210930.htm
0000789019,0001564590-21-020891,2021-04-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459021020891/msft-10q_20210331.htm
0000789019,0001564590-21-002316,2021-01-26,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459021002316/msft-10q_20201231.htm
0000789019,0001564590-20-047996,2020-10-27,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459020047996/msft-10q_20200930.htm
0000789019,0001564590-20-019706,2020-04-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459020019706/msft-10q_20200331.htm
0000789019,0001564590-20-002450,2020-01-29,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459020002450/msft-10q_20191231.htm
0000789019,0001564590-19-037549,2019-10-23,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459019037549/msft-10q_20190930.htm
0000789019,0001564590-19-012709,2019-04-24,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459019012709/msft-10q_20190331.htm
0000789019,0001564590-19-001392,2019-01-30,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459019001392/msft-10q_20181231.htm
0000789019,0001564590-18-024893,2018-10-24,10-Q,https://www.sec.gov/Archives/edgar/data/0000789019/000156459018024893/msft-10q_20180930.htm
0001018724,0001018724-24-000161,2024-11-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872424000161/amzn-20240930.htm
0001018724,0001018724-24-000130,2024-08-02,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872424000130/amzn-20240630.htm
0001018724,0001018724-24-000083,2024-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872424000083/amzn-20240331.htm
0001018724,0001018724-23-000018,2023-10-27,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872423000018/amzn-20230930.htm
0001018724,0001018724-23-000012,2023-08-04,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872423000012/amzn-20230630.htm
0001018724,0001018724-23-000008,2023-04-28,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872423000008/amzn-20230331.htm
0001018724,0001018724-22-000023,2022-10-28,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872422000023/amzn-20220930.htm
0001018724,0001018724-22-000019,2022-07-29,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872422000019/amzn-20220630.htm
0001018724,0001018724-22-000013,2022-04-29,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872422000013/amzn-20220331.htm
0001018724,0001018724-21-000028,2021-10-29,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872421000028/amzn-20210930.htm
0001018724,0001018724-21-000020,2021-07-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872421000020/amzn-20210630.htm
0001018724,0001018724-21-000010,2021-04-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872421000010/amzn-20210331.htm
0001018724,0001018724-20-000030,2020-10-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872420000030/amzn-20200930.htm
0001018724,0001018724-20-000021,2020-07-31,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872420000021/amzn-20200630.htm
0001018724,0001018724-20-000010,2020-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872420000010/amzn-20200331x10q.htm
0001018724,0001018724-19-000089,2019-10-25,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872419000089/amzn-2019930x10q.htm
0001018724,0001018724-19-000071,2019-07-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872419000071/amzn-2019630x10q.htm
0001018724,0001018724-19-000043,2019-04-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872419000043/amzn-2019331x10q.htm
0001018724,0001018724-18-000159,2018-10-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872418000159/amzn-20180930x10q.htm
0001018724,0001018724-18-000108,2018-07-27,10-Q,https://www.sec.gov/Archives/edgar/data/0001018724/000101872418000108/amzn-20180630x10q.htm
0001067983,0000950170-24-120241,2024-11-04,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095017024120241/brka-20240930.htm
0001067983,0000950170-24-090305,2024-08-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095017024090305/brka-20240630.htm
0001067983,0000950170-24-053185,2024-05-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095017024053185/brka-20240331.htm
0001067983,0000950170-23-058993,2023-11-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095017023058993/brka-20230930.htm
0001067983,0000950170-23-038705,2023-08-07,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095017023038705/brka-20230630.htm
0001067983,0000950170-23-018438,2023-05-08,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095017023018438/brka-20230331.htm
0001067983,0000950170-22-022287,2022-11-07,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095017022022287/brka-20220930.htm
0001067983,0001564590-22-028282,2022-08-08,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459022028282/brka-10q_20220630.htm
0001067983,0001564590-22-016907,2022-05-02,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459022016907/brka-10q_20220331.htm
0001067983,0001564590-21-055032,2021-11-08,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459021055032/brka-10q_20210930.htm
0001067983,0001564590-21-042312,2021-08-09,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459021042312/brka-10q_20210630.htm
0001067983,0001564590-21-022703,2021-05-03,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459021022703/brka-10q_20210331.htm
0001067983,0001564590-20-052144,2020-11-09,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459020052144/brka-10q_20200930.htm
0001067983,0001564590-20-038544,2020-08-10,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459020038544/brka-10q_20200630.htm
0001067983,0001564590-20-020599,2020-05-04,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459020020599/brka-10q_20200331.htm
0001067983,0000950123-19-009995,2019-11-04,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000095012319009995/brka-10q_20190930.htm
0001067983,0001564590-19-028491,2019-08-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000156459019028491/brka-10q_20190630.htm
0001067983,0001193125-19-137433,2019-05-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312519137433/d728539d10q.htm
0001067983,0001193125-18-317734,2018-11-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312518317734/d636103d10q.htm
0001067983,0001193125-18-238892,2018-08-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312518238892/d370289d10q.htm
0001067983,0001193125-18-153460,2018-05-07,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312518153460/d539101d10q.htm
0001067983,0001193125-17-332829,2017-11-03,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312517332829/d473873d10q.htm
0001067983,0001193125-17-248832,2017-08-04,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312517248832/d415768d10q.htm
0001067983,0001193125-17-160889,2017-05-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312517160889/d364161d10q.htm
0001067983,0001193125-16-760194,2016-11-04,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312516760194/d268144d10q.htm
0001067983,0001193125-16-673492,2016-08-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312516673492/d210900d10q.htm
0001067983,0001193125-16-582004,2016-05-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312516582004/d174504d10q.htm
0001067983,0001193125-15-370187,2015-11-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312515370187/d52687d10q.htm
0001067983,0001193125-15-283231,2015-08-07,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312515283231/d940652d10q.htm
0001067983,0001193125-15-166595,2015-05-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001067983/000119312515166595/d906176d10q.htm
0001090872,0001090872-25-000008,2025-03-03,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087225000008/a-20250131.htm
0001090872,0001090872-24-000033,2024-08-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087224000033/a-20240731.htm
0001090872,0001090872-24-000021,2024-06-03,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087224000021/a-20240430.htm
0001090872,0001090872-24-000011,2024-03-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087224000011/a-20240131.htm
0001090872,0001090872-23-000015,2023-08-31,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087223000015/a-20230731.htm
0001090872,0001090872-23-000010,2023-05-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087223000010/a-20230430.htm
0001090872,0001090872-23-000005,2023-03-03,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087223000005/a-20230131.htm
0001090872,0001090872-22-000017,2022-09-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087222000017/a-20220731.htm
0001090872,0001090872-22-000012,2022-05-31,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087222000012/a-20220430.htm
0001090872,0001090872-22-000007,2022-03-03,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087222000007/a-20220131.htm
0001090872,0001090872-21-000015,2021-09-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087221000015/a-20210731.htm
0001090872,0001090872-21-000009,2021-06-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087221000009/a-20210430.htm
0001090872,0001090872-21-000004,2021-03-02,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087221000004/a-20210131.htm
0001090872,0001090872-20-000014,2020-09-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087220000014/a-07312020x10q.htm
0001090872,0001090872-20-000010,2020-06-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087220000010/a-04302020x10q.htm
0001090872,0001090872-20-000004,2020-03-03,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087220000004/a-01312020x10q.htm
0001090872,0001090872-19-000015,2019-08-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087219000015/a-07312019x10q.htm
0001090872,0001090872-19-000010,2019-05-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087219000010/a-04302019x10q.htm
0001090872,0001090872-19-000006,2019-03-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087219000006/a-01312019x10q.htm
0001090872,0001090872-18-000015,2018-08-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087218000015/a-07312018x10q.htm
0001090872,0001090872-18-000009,2018-05-31,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087218000009/a-04302018x10q.htm
0001090872,0001090872-18-000004,2018-03-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087218000004/a-01312018x10q.htm
0001090872,0001090872-17-000013,2017-09-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087217000013/a-07312017x10q.htm
0001090872,0001090872-17-000008,2017-06-06,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087217000008/a-04302017x10q.htm
0001090872,0001090872-17-000004,2017-03-08,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087217000004/a-01312017x10q.htm
0001090872,0001090872-16-000076,2016-09-07,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087216000076/a-07312016x10q.htm
0001090872,0001090872-16-000070,2016-06-07,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087216000070/a-04302016x10q.htm
0001090872,0001090872-16-000056,2016-03-08,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087216000056/a-01312016x10q.htm
